,MOLECULE_CHEMBL_ID,MOLECULE_NAME,MOLECULE_TYPE,FIRST_APPROVAL,ATC_CODE,ATC_CODE_DESCRIPTION,USAN_STEM,MECHANISM_OF_ACTION,MECHANISM_COMMENT,SELECTIVITY_COMMENT,TARGET_CHEMBL_ID,TARGET_NAME,ACTION_TYPE,ORGANISM,TARGET_TYPE,SITE_NAME,BINDING_SITE_COMMENT,MECHANISM_REFS,CANONICAL_SMILES,chembl,hgnc_symbol
956,CHEMBL2109624,Caplacizumab,Antibody,,,,-mab,von Willebrand factor inhibitor,Inhibits the interaction between ultralarge von Willebrand factor (ULvWF) multimers and platelets by targeting the A1 domain of vWF and thus has the potential to immediately block the ULvWF mediated platelet interactions and the formation of the string-like clots in the blood of patients with acquired thrombotic thrombocytopenic purpura (TTP).,,CHEMBL2021748,von Willebrand factor,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,A1 domain of vWF.,"Name:PubMed, SrcID:23307200, URL:http://europepmc.org/abstract/MED/23307200|Name:PubMed, SrcID:26863353, URL:http://europepmc.org/abstract/MED/26863353",,CHEMBL2021748,VWF
957,CHEMBL1743079,Teprotumumab,Antibody,,,,-mab,Insulin-like growth factor I receptor antagonist,Antibody binding results in endosomal degradation of IGF-1R and inhibition of receptor-mediated signaling.,,CHEMBL1957,Insulin-like growth factor I receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:21127194, URL:http://europepmc.org/abstract/MED/21127194|Name:Other, SrcID:http://www.sciencedirect.com/science/article/pii/S1359634906702191, URL:http://www.sciencedirect.com/science/article/pii/S1359634906702191|Name:PubMed, SrcID:24878056, URL:http://europepmc.org/abstract/MED/24878056",,CHEMBL1957,IGF1R
958,CHEMBL1743018,Ficlatuzumab,Antibody,,,,-mab,Hepatocyte growth factor inhibitor,"Humanized IgG1 antibody that binds the HGF ligand with high affinity and specificity, thus inhibiting c-MET/HGF biological activities.",,CHEMBL5479,Hepatocyte growth factor,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:23493885, URL:http://europepmc.org/abstract/MED/23493885",,CHEMBL5479,HGF
959,CHEMBL3545000,Mk-2201,Small molecule,,,,,Serine/threonine-protein kinase AKT inhibitor,No references found,,CHEMBL2111353,Serine/threonine-protein kinase AKT,INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,,,,
960,CHEMBL877,Tranexamic Acid,Small molecule,1986.0,B02AA02,B02AA02 [BLOOD AND BLOOD FORMING ORGANS: ANTIHEMORRHAGICS: ANTIFIBRINOLYTICS: Amino acids],,Plasminogen inhibitor,,,CHEMBL1801,Plasminogen,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=6e89a7d9-4da4-42aa-b7f8-c602c24eefe5#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6e89a7d9-4da4-42aa-b7f8-c602c24eefe5#nlm34090-1",NC[C@@H]1CC[C@H](CC1)C(=O)O,CHEMBL1801,PLG
961,CHEMBL1096885,Valrubicin,Small molecule,1998.0,L01DB09,L01DB09 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES: Anthracyclines and related substances],-rubicin,DNA topoisomerase II alpha inhibitor,,,CHEMBL1806,DNA topoisomerase II alpha,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:Wikipedia, SrcID:Type_II_topoisomerase, URL:http://en.wikipedia.org/wiki/Type_II_topoisomerase|Name:DailyMed, SrcID:setid=e96f30a0-6662-11de-8f80-0002a5d5c51b, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e96f30a0-6662-11de-8f80-0002a5d5c51b",CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C1,CHEMBL1806,TOP2A
962,CHEMBL1201191,Levocetirizine,Small molecule,2007.0,R06AE09,R06AE09 [RESPIRATORY SYSTEM: ANTIHISTAMINES FOR SYSTEMIC USE: ANTIHISTAMINES FOR SYSTEMIC USE: Piperazine derivatives],,Histamine H1 receptor antagonist,,,CHEMBL231,Histamine H1 receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=2965ef46-18db-4615-9dce-bfb0f0b3366a, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2965ef46-18db-4615-9dce-bfb0f0b3366a",OC(=O)COCCN1CCN(CC1)[C@H](c2ccccc2)c3ccc(Cl)cc3,CHEMBL231,HRH1
963,CHEMBL554,Lapatinib,Small molecule,2007.0,L01XE07,L01XE07 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors],-tinib,Epidermal growth factor receptor erbB1 inhibitor,,,CHEMBL203,Epidermal growth factor receptor erbB1,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=63319b01-cad6-4d0a-c39b-938fa951a808#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=63319b01-cad6-4d0a-c39b-938fa951a808#section-13",CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,CHEMBL203,EGFR
964,CHEMBL1201232,Isopropamide,Small molecule,1957.0,A03AB09,"A03AB09 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: Synthetic anticholinergics, quaternary ammonium compounds]",-pamide,Muscarinic acetylcholine receptor M1 antagonist,"Role in regulating gastric secretion, M1 likely involved",,CHEMBL216,Muscarinic acetylcholine receptor M1,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:15446040, URL:http://europepmc.org/abstract/MED/15446040|Name:PubMed, SrcID:13473394, URL:http://europepmc.org/abstract/MED/13473394|Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718",CC(C)[N+](C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)C(C)C,CHEMBL216,CHRM1
965,CHEMBL1187846,Scopolamine,Small molecule,1979.0,S01FA02; A04AD01; A04AD51; N05CM05,S01FA02 [SENSORY ORGANS: OPHTHALMOLOGICALS: MYDRIATICS AND CYCLOPLEGICS: Anticholinergics]; A04AD01 [ALIMENTARY TRACT AND METABOLISM: ANTIEMETICS AND ANTINAUSEANTS: ANTIEMETICS AND ANTINAUSEANTS: Other antiemetics]; A04AD51 [ALIMENTARY TRACT AND METABOLISM: ANTIEMETICS AND ANTINAUSEANTS: ANTIEMETICS AND ANTINAUSEANTS: Other antiemetics]; N05CM05 [NERVOUS SYSTEM: PSYCHOLEPTICS: HYPNOTICS AND SEDATIVES: Other hypnotics and sedatives],,Muscarinic acetylcholine receptor M1 antagonist,antiemetic,,CHEMBL216,Muscarinic acetylcholine receptor M1,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:23615033, URL:http://europepmc.org/abstract/MED/23615033|Name:ISBN, SrcID:9780702034718 PP. 153, 162, URL:http://www.isbnsearch.org/isbn/9780702034718",CN1[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4,CHEMBL216,CHRM1
966,CHEMBL1421,Dasatinib,Small molecule,2006.0,L01XE06,L01XE06 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors],-tinib,Stem cell growth factor receptor inhibitor,,,CHEMBL1936,Stem cell growth factor receptor,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=0e7f054c-7a27-4192-bd1c-6115d8be858f#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0e7f054c-7a27-4192-bd1c-6115d8be858f#section-13",Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,CHEMBL1936,KIT
967,CHEMBL1201414,Tinzaparin Sodium,Oligosaccharide,2000.0,B01AB10,B01AB10 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Heparin group],-parin,Antithrombin-III activator,Inhibits coagulation by activating antithrombin III; ATIII then binds to F10; It's a low-molecular-weight heparin,,CHEMBL1950,Antithrombin-III,ACTIVATOR,Homo sapiens,SINGLE PROTEIN,,,"Name:ISBN, SrcID:9780702034718 PP. 299, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:DailyMed, SrcID:setid=d3e5fbbf-4a1f-4aa2-8e80-9729f6cf04ee, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d3e5fbbf-4a1f-4aa2-8e80-9729f6cf04ee",,CHEMBL1950,SERPINC1
968,CHEMBL1200862,Metyrosine,Small molecule,1979.0,C02KB01,C02KB01 [CARDIOVASCULAR SYSTEM: ANTIHYPERTENSIVES: OTHER ANTIHYPERTENSIVES: Tyrosine hydroxylase inhibitors],,Tyrosine 3-hydroxylase inhibitor,,,CHEMBL1969,Tyrosine 3-hydroxylase,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=32fb2f2f-34b5-4cd5-9145-c3ab37c5ca92, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=32fb2f2f-34b5-4cd5-9145-c3ab37c5ca92",C[C@](N)(Cc1ccc(O)cc1)C(=O)O,CHEMBL1969,TH
969,CHEMBL1201653,Insulin Zinc Susp Purified Pork,Protein,1979.0,,,,Insulin receptor agonist,,,CHEMBL1981,Insulin receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf|Name:DailyMed, SrcID:setid=457531f0-9331-47fe-90b5-b31f284044dc, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=457531f0-9331-47fe-90b5-b31f284044dc",,CHEMBL1981,INSR
970,CHEMBL607,Meperidine,Small molecule,1942.0,N02AB02; N02AB72; N02AB52,N02AB02 [NERVOUS SYSTEM: ANALGESICS: OPIOIDS: Phenylpiperidine derivatives]; N02AB72 [NERVOUS SYSTEM: ANALGESICS: OPIOIDS: Phenylpiperidine derivatives]; N02AB52 [NERVOUS SYSTEM: ANALGESICS: OPIOIDS: Phenylpiperidine derivatives],-eridine,Mu opioid receptor agonist,,,CHEMBL233,Mu opioid receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:21215785, URL:http://europepmc.org/abstract/MED/21215785",CCOC(=O)C1(CCN(C)CC1)c2ccccc2,CHEMBL233,OPRM1
971,CHEMBL1201207,Betamethasone Phosphoric Acid,Small molecule,1965.0,,,,Glucocorticoid receptor agonist,,,CHEMBL2034,Glucocorticoid receptor,AGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:ISBN, SrcID:9780702034718 PP. 401, URL:http://www.isbnsearch.org/isbn/9780702034718",C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,CHEMBL2034,NR3C1
972,CHEMBL2109065,Drotrecogin Alfa (Activated),Unknown,2001.0,B01AD10,B01AD10 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Enzymes],,Coagulation factor VIII inhibitor,Activated protein c cleaves clotting factors to inactivate,,CHEMBL3143,Coagulation factor VIII,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:archiveid=10210#section-12, URL:http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=10210#section-12",,CHEMBL3143,F8
973,CHEMBL601719,Crizotinib,Small molecule,2011.0,L01XE16,L01XE16 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors],-tinib,ALK tyrosine kinase receptor inhibitor,,,CHEMBL4247,ALK tyrosine kinase receptor,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:FDA, SrcID:label/2012/202570s003lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202570s003lbl.pdf",C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,CHEMBL4247,ALK
974,CHEMBL916,Tirofiban,Small molecule,1998.0,B01AC17,B01AC17 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Platelet aggregation inhibitors excl. heparin],-fiban,Integrin alpha-IIb/beta-3 inhibitor,,,CHEMBL2093869,Integrin alpha-IIb/beta-3,INHIBITOR,Homo sapiens,PROTEIN COMPLEX,,,"Name:DailyMed, SrcID:setid=fe0ced75-ccbf-4d2e-bd0d-b57e60ab913f#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fe0ced75-ccbf-4d2e-bd0d-b57e60ab913f#nlm34090-1",CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,,
975,CHEMBL1271,Pentolinium,Small molecule,1982.0,,,-ium,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,,,CHEMBL1907594,Neuronal acetylcholine receptor; alpha3/beta4,ANTAGONIST,Homo sapiens,PROTEIN COMPLEX,,,"Name:PubMed, SrcID:7761270, URL:http://europepmc.org/abstract/MED/7761270",C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,,
976,CHEMBL1274,Nilutamide,Small molecule,1996.0,L02BB02,L02BB02 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ENDOCRINE THERAPY: HORMONE ANTAGONISTS AND RELATED AGENTS: Anti-androgens],-lutamide,Androgen Receptor antagonist,,,CHEMBL1871,Androgen Receptor,ANTAGONIST,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=6d2e5c32-3221-4605-955f-37c6bb61aef7, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6d2e5c32-3221-4605-955f-37c6bb61aef7",CC1(C)NC(=O)N(C1=O)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-],CHEMBL1871,AR
977,CHEMBL264241,Anidulafungin,Small molecule,2006.0,J02AX06,J02AX06 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIMYCOTICS FOR SYSTEMIC USE: ANTIMYCOTICS FOR SYSTEMIC USE: Other antimycotics for systemic use],-fungin,"1,3-beta-glucan synthase inhibitor",,,CHEMBL2364673,"1,3-beta-glucan synthase",INHIBITOR,Candida,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=a88d9010-55fb-4a02-baff-042cd27688ea, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a88d9010-55fb-4a02-baff-042cd27688ea",CCCCCOc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)cc7)[C@@H](C)O,,
978,CHEMBL2095208,Cobicistat,Small molecule,2012.0,V03AX03,V03AX03 [VARIOUS: ALL OTHER THERAPEUTIC PRODUCTS: ALL OTHER THERAPEUTIC PRODUCTS: Other therapeutic products],-stat,Cytochrome P450 3A inhibitor,,,CHEMBL2364675,Cytochrome P450 3A,INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:DailyMed, SrcID:setid=74ae2a93-b267-444c-8f0f-a2a6522260ee, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=74ae2a93-b267-444c-8f0f-a2a6522260ee|Name:DOI, SrcID:10.1021/ml1000257, URL:http://pubs.acs.org/doi/abs/10.1021/ml1000257",CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc3ccccc3)NC(=O)OCc4cncs4)Cc5ccccc5)cs1,,
979,CHEMBL1789843,Belimumab,Antibody,2011.0,L04AA26,L04AA26 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSUPPRESSANTS: IMMUNOSUPPRESSANTS: Selective immunosuppressants],-mab,Tumor necrosis factor ligand superfamily member 13B inhibitor,,,CHEMBL2364158,Tumor necrosis factor ligand superfamily member 13B,INHIBITOR,Homo sapiens,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=2fa3c528-1777-4628-8a55-a69dae2381a3, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2fa3c528-1777-4628-8a55-a69dae2381a3",,CHEMBL2364158,TNFSF13B
980,CHEMBL575,Methicillin,Small molecule,1982.0,J01CF03,"J01CF03 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: BETA-LACTAM ANTIBACTERIALS, PENICILLINS: Beta-lactamase resistant penicillins]",-cillin,Penicillin-binding protein inhibitor,,,CHEMBL2363021,Penicillin-binding protein,INHIBITOR,Staphylococcus,PROTEIN FAMILY,,,"Name:PubMed, SrcID:7447421, URL:http://europepmc.org/abstract/MED/7447421",COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O,,
981,CHEMBL163,Ritonavir,Small molecule,1996.0,J05AE03,J05AE03 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIVIRALS FOR SYSTEMIC USE: DIRECT ACTING ANTIVIRALS: Protease inhibitors],-vir,Human immunodeficiency virus type 1 protease inhibitor,,,CHEMBL243,Human immunodeficiency virus type 1 protease,INHIBITOR,Human immunodeficiency virus 1,SINGLE PROTEIN,,,"Name:DailyMed, SrcID:setid=13b059c6-0c6c-49a5-b985-a4b05caf9ac9, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=13b059c6-0c6c-49a5-b985-a4b05caf9ac9",CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4,,
982,CHEMBL1644,Cefadroxil,Small molecule,1978.0,J01DB05,J01DB05 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: OTHER BETA-LACTAM ANTIBACTERIALS: First-generation cephalosporins],cef-,Bacterial penicillin-binding protein inhibitor,,,CHEMBL2354204,Bacterial penicillin-binding protein,INHIBITOR,Bacteria,PROTEIN FAMILY,,,"Name:DailyMed, SrcID:setid=7bb90096-14d3-400e-94d3-048bff6b1292, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7bb90096-14d3-400e-94d3-048bff6b1292|Name:PubMed, SrcID:7447421, URL:http://europepmc.org/abstract/MED/7447421|Name:Wikipedia, SrcID:Penicillin_binding_proteins#Function, URL:http://en.wikipedia.org/wiki/Penicillin_binding_proteins#Function",CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,,
983,CHEMBL53463,Doxorubicin,Small molecule,1974.0,L01DB01,L01DB01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES: Anthracyclines and related substances],-rubicin,DNA inhibitor,,,CHEMBL2311221,DNA,INHIBITOR,Homo sapiens,NUCLEIC-ACID,,,"Name:Wikipedia, SrcID:Type_II_topoisomerase, URL:http://en.wikipedia.org/wiki/Type_II_topoisomerase|Name:DailyMed, SrcID:setid=5594d16e-72bf-4354-925e-c7591737ff1c, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5594d16e-72bf-4354-925e-c7591737ff1c|Name:FDA, SrcID:label/2015/050718s048lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/050718s048lbl.pdf",COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,
984,CHEMBL1201651,Protamine Sulfate,Protein,1969.0,V03AB14,V03AB14 [VARIOUS: ALL OTHER THERAPEUTIC PRODUCTS: ALL OTHER THERAPEUTIC PRODUCTS: Antidotes],,Heparin inhibitor,,,CHEMBL2364712,Heparin,INHIBITOR,Homo sapiens,OLIGOSACCHARIDE,,,"Name:DailyMed, SrcID:setid=bc755638-8797-43ab-be0b-4ea3ded3f644, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bc755638-8797-43ab-be0b-4ea3ded3f644",,,
985,CHEMBL1200694,Sevoflurane,Small molecule,1995.0,N01AB08,"N01AB08 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, GENERAL: Halogenated hydrocarbons]",-flurane,Potassium channel subfamily K member 2 opener,,,CHEMBL2321615,Potassium channel subfamily K member 2,OPENER,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:16402123, URL:http://europepmc.org/abstract/MED/16402123|Name:PubMed, SrcID:22226507, URL:http://europepmc.org/abstract/MED/22226507|Name:PubMed, SrcID:21788314, URL:http://europepmc.org/abstract/MED/21788314",FCOC(C(F)(F)F)C(F)(F)F,CHEMBL2321615,KCNK2
986,CHEMBL1201221,Viomycin,Protein,1982.0,,,-mycin,70S ribosome inhibitor,,,CHEMBL2363965,70S ribosome,INHIBITOR,Mycobacterium tuberculosis,PROTEIN NUCLEIC-ACID COMPLEX,16S/23S ribosomal RNA interface,Binding site 23S and 16S RNA (interface),"Name:PubMed, SrcID:12936980, URL:http://europepmc.org/abstract/MED/12936980",NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H](NC(=O)\C(=C\NC(=O)N)\NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O)[C@H]2C[C@H](O)NC(=N)N2,,
987,CHEMBL1747,Tobramycin,Small molecule,1975.0,S01AA12; J01GB01,S01AA12 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFECTIVES: Antibiotics]; J01GB01 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: AMINOGLYCOSIDE ANTIBACTERIALS: Other aminoglycosides],-mycin,70S ribosome inhibitor,,,CHEMBL2364022,70S ribosome,INHIBITOR,Pseudomonas aeruginosa,PROTEIN NUCLEIC-ACID COMPLEX,23S ribosomal RNA,23S RRNA (site A),"Name:FDA, SrcID:label/2013/201688s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201688s000lbl.pdf|Name:PubMed, SrcID:20108982, URL:http://europepmc.org/abstract/MED/20108982|Name:Wikipedia, SrcID:Tobramycin#Mechanism_of_action, URL:http://en.wikipedia.org/wiki/Tobramycin#Mechanism_of_action",NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,,
988,CHEMBL1201595,Laronidase,Enzyme,2003.0,A16AB05,A16AB05 [ALIMENTARY TRACT AND METABOLISM: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS: Enzymes],-ase,Dermatan sulfate hydrolytic enzyme,Replacement of alpha-L-iduronidase enzyme,,CHEMBL2364179,Dermatan sulfate,HYDROLYTIC ENZYME,Homo sapiens,OLIGOSACCHARIDE,,,"Name:DailyMed, SrcID:setid=a80ac249-cae4-41f3-88bb-344088b20e60#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a80ac249-cae4-41f3-88bb-344088b20e60#nlm34090-1",,,
989,CHEMBL1243,Sulfabenzamide,Small molecule,1945.0,,,sulfa-,Unknown,,,,,,,,,,"Name:PubMed, SrcID:14700578, URL:http://europepmc.org/abstract/MED/14700578|Name:PubMed, SrcID:22214266, URL:http://europepmc.org/abstract/MED/22214266",Nc1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2,,
990,CHEMBL932,Dipyridamole,Small molecule,1961.0,B01AC07,B01AC07 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Platelet aggregation inhibitors excl. heparin],,"3',5'-cyclic phosphodiesterase inhibitor",,,CHEMBL2363066,"3',5'-cyclic phosphodiesterase",INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:DailyMed, SrcID:setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6|Name:Wikipedia, SrcID:Dipyridamole#Mechanism_and_effects, URL:http://en.wikipedia.org/wiki/Dipyridamole#Mechanism_and_effects|Name:PubMed, SrcID:15672122, URL:http://europepmc.org/abstract/MED/15672122",OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,CHEMBL2363066,PDE6H
991,CHEMBL932,Dipyridamole,Small molecule,1961.0,B01AC07,B01AC07 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Platelet aggregation inhibitors excl. heparin],,"3',5'-cyclic phosphodiesterase inhibitor",,,CHEMBL2363066,"3',5'-cyclic phosphodiesterase",INHIBITOR,Homo sapiens,PROTEIN FAMILY,,,"Name:DailyMed, SrcID:setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6|Name:Wikipedia, SrcID:Dipyridamole#Mechanism_and_effects, URL:http://en.wikipedia.org/wiki/Dipyridamole#Mechanism_and_effects|Name:PubMed, SrcID:15672122, URL:http://europepmc.org/abstract/MED/15672122",OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,CHEMBL2363066,PDE6G
992,CHEMBL184412,Dronedarone,Small molecule,2009.0,C01BD07,"C01BD07 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: ANTIARRHYTHMICS, CLASS I AND III: Antiarrhythmics, class III]",-arone,Inward rectifier potassium channel 2 blocker,,,CHEMBL1914276,Inward rectifier potassium channel 2,BLOCKER,Homo sapiens,SINGLE PROTEIN,,,"Name:PubMed, SrcID:25182566, URL:http://europepmc.org/abstract/MED/25182566|Name:PubMed, SrcID:25205296, URL:http://europepmc.org/abstract/MED/25205296",CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c(CCCC)oc3ccc(NS(=O)(=O)C)cc23,CHEMBL1914276,KCNJ2
